識別碼,日期,來源,來源單號,產品資訊,批號,不良描述,不合格數量,發現人員,判定結果,狀態,建立時間,廠商,材質,NCMR單號,不良原因大類,不良原因細項
9,2026-02-02,巡檢,,25.45*3.2*502，150支,222601090014,偏心，厚度超過公差,40.0,2,報廢,CAR處理中,2026-02-03 10:04:44,久鼎,6061-PT,NCMR-202602-001,E,E-07: 尺寸公差超差
